xSrcPort,xDstPort,xPkt,xMin_Pbyte0,xMin_Pbyte1,xMax_Pbyte0,xMax_Pbyte1,xIni_Pbyte0,xMax_ConsPkt0,Class
1863,1863,37,96,1129,96,96,1129,8,
58136,64267,3,108,0,108,108,0,3,
40262,8000,1,56,0,56,56,0,1,
7000,7800,1,95,0,95,95,0,1,
60640,53,4,47,63,47,47,105,2,
1863,29285,3,96,1129,96,96,1129,1,
1863,30400,88,89,527,96,96,1129,16,
1863,9025,225,89,390,96,96,1129,33,
1863,1863,44,88,528,95,95,1128,8,
1863,1863,101,88,528,95,95,1128,16,
1863,1863,109,89,529,96,96,1132,16,
1863,29285,24,89,529,96,96,1129,8,
58136,64267,3,108,0,108,108,0,3,
58136,42363,40,72,73,1245,1245,1241,20,
56549,20000,2,28,64,28,28,64,1,
54825,8000,2,218,298,218,218,298,1,
1863,1863,2,88,528,88,88,528,1,
1863,44056,2,88,476,88,88,476,1,
1863,30465,2,89,499,89,89,499,1,
1863,20272,6,89,71,89,89,71,1,
1863,1863,1,89,0,89,89,0,1,
1863,9025,174,94,313,96,96,1136,26,
1863,30400,41,95,1128,96,96,1129,13,
1863,1863,29,95,1128,95,96,1129,9,
1863,1863,46,94,1100,94,95,1128,9,
1863,1863,121,93,1127,94,95,1131,15,
1863,1863,61,95,1128,95,96,1132,13,
58136,42363,34,72,72,129,1245,1241,18,
1863,30465,6,95,1129,95,96,1130,2,
50615,20266,26,65,72,104,104,1217,11,
56549,25491,34,72,72,1245,1245,1241,18,
49581,9617,1,117,0,117,117,0,1,
54825,8000,20,170,178,210,210,466,10,
57991,53,5,39,82,39,50,117,3,
1863,9025,116,95,1128,95,96,1129,20,
1863,30400,26,96,1129,96,96,1129,8,
1863,1863,32,95,1128,95,95,1128,8,
1863,1863,131,95,1128,95,95,1128,20,
1863,1863,37,96,1129,96,96,1129,8,
1863,29285,77,96,1129,96,96,1129,18,
1863,1863,36,96,1129,96,96,1129,8,
50615,20266,4,72,108,104,653,108,3,
58136,42363,45,72,72,1245,1245,1241,20,
1863,44056,2,95,0,95,95,0,2,
56549,25491,32,72,73,1245,1245,1241,17,
7000,8706,4,77,38,77,77,38,2,
1863,8000,2,133,78,133,133,78,1,
57834,8000,2,50,290,50,50,290,1,
19974,8000,8,36,64,36,36,64,7,
1863,8000,4,85,38,85,133,134,2,
19974,8000,2,36,64,36,36,64,1,
19974,19974,1,36,0,36,36,0,1,
19974,19974,5,36,0,36,36,0,5,
56549,25491,336,73,72,108,1245,1241,217,
1863,30400,35,89,505,96,96,1129,8,
1863,1863,83,89,507,96,96,1129,13,
1863,1863,65,88,506,95,95,1128,10,
1863,1863,119,88,506,95,95,1135,14,
1863,1863,80,89,507,96,96,1136,15,
1863,1863,8,88,506,88,95,1128,3,
1863,44056,6,88,454,88,88,1129,1,
1863,30465,2,89,477,89,89,477,1,
1863,20272,4,62,62,62,89,96,2,
1863,1863,1,89,0,89,89,0,1,
19975,8000,8,36,0,36,36,0,8,
58136,20000,2,28,64,28,28,64,1,
1863,1863,57,95,1128,96,96,1129,10,
1863,30400,59,95,1128,96,96,1129,9,
1863,1863,21,94,1127,95,95,1128,6,
1863,1863,95,94,232,95,95,1128,13,
1863,1863,54,94,1128,96,96,1132,11,
1863,29285,195,95,1128,96,96,1129,31,
19975,8000,2,36,0,36,36,0,2,
19974,19974,1,36,0,36,36,0,1,
50615,20266,2,39,39,39,39,39,1,
7000,35446,1,92,0,92,92,0,1,
1863,8000,2,61,38,61,61,38,1,
1863,30465,3,96,1130,96,96,1130,1,
12345,8000,2,78,37,78,78,37,1,
58136,42363,202,47,47,1245,1245,1225,67,
59245,16690,412,72,72,1245,1245,1241,201,
1863,9025,142,89,348,96,96,1129,25,
1863,1863,49,89,467,95,96,1129,12,
1863,1863,30,88,466,95,95,1128,9,
1863,1863,98,88,466,95,95,1128,16,
1863,1863,55,89,467,96,96,1129,11,
1863,29285,84,89,467,96,96,1129,19,
40262,8000,2,75,37,75,75,37,1,
1863,30400,19,89,465,96,96,1129,7,
56549,20000,2,28,64,28,28,64,1,
1863,44056,3,88,414,95,95,414,2,
1863,30465,2,89,437,89,89,437,1,
1863,1863,1,89,0,89,89,0,1,
1863,1863,26,94,1128,95,95,1128,7,
1863,8002,2,33,36,33,33,36,1,
1863,1863,2,62,62,62,62,62,1,
59252,20000,4,28,64,28,28,64,2,
7000,52824,1,95,0,95,95,0,1,
59252,64546,4,108,0,108,108,0,4,
56549,25491,47,72,72,1245,1245,1241,26,
1863,44056,5,95,1129,95,95,1129,1,
7000,7000,1,92,0,92,92,0,1,
59255,60748,9,104,0,104,104,0,9,
1863,30465,1,95,0,95,95,0,1,
59252,21001,127,72,72,73,1245,1241,38,
59252,64546,3,108,0,108,108,0,3,
7000,12870,1,95,0,95,95,0,1,
59255,60748,2,104,0,104,104,0,2,
50552,53,8,43,87,47,47,135,4,
59245,16690,245,72,73,73,1245,1241,103,
59255,42443,81,65,65,104,1237,1217,20,
7000,10546,1,92,0,92,92,0,1,
1863,1863,31,89,445,96,96,1129,9,
1863,30400,36,89,443,96,96,1129,9,
1863,1863,130,88,444,95,95,1128,23,
1863,1863,39,89,445,96,96,1129,12,
56549,25491,77,73,72,129,1245,1241,50,
59252,64546,3,108,0,108,108,0,3,
1863,9025,2,89,334,89,89,334,1,
1863,1863,3,88,444,95,95,444,2,
1863,44056,2,88,392,88,88,392,1,
1863,30465,2,89,415,89,89,415,1,
59255,60748,2,104,0,104,104,0,2,
57941,53,8,42,88,44,44,136,4,
7000,25330,1,95,0,95,95,0,1,
59255,60748,3,104,0,104,104,0,3,
1863,1863,16,94,1127,96,96,1129,4,
1863,30400,45,95,1128,96,96,1136,11,
1863,1863,16,94,1127,95,95,1128,5,
1863,1863,105,94,1127,95,95,1131,9,
1863,1863,51,95,1128,96,96,1129,8,
1863,29285,139,95,1101,96,96,1129,23,
59252,64546,3,108,0,108,108,0,3,
6881,29698,2,119,297,119,119,297,1,
1863,44056,1,95,0,95,95,0,1,
1863,30465,1,96,0,96,96,0,1,
63967,53,4,42,112,42,42,152,2,
7000,25330,1,95,0,95,95,0,1,
59255,60748,4,104,0,104,104,0,4,
1863,1863,47,89,379,95,96,1129,10,
1863,30400,91,89,377,95,96,1129,13,
1863,1863,61,88,378,95,95,1128,11,
1863,1863,106,88,378,95,95,1128,15,
1863,1863,88,89,379,96,96,1129,15,
1863,29285,114,89,273,96,96,1129,20,
1863,1863,11,88,378,95,95,1128,4,
59252,64546,4,108,0,108,108,0,4,
1863,30465,3,89,349,96,96,349,2,
4024,8000,14,55,63,55,55,655,7,
56549,20000,2,28,64,28,28,64,1,
53252,53,8,39,89,39,39,133,4,
1863,9025,2,89,276,89,89,276,1,
59245,16690,201,72,72,1245,1245,1225,125,
4024,8000,15,55,63,55,55,655,7,
1863,1863,98,94,1127,96,96,1129,15,
1863,1863,55,94,1127,94,95,1128,13,
1863,1863,26,94,1127,94,95,1131,8,
1863,1863,28,95,1128,95,96,1132,10,
1863,29285,121,95,1128,95,96,1129,19,
59252,20000,4,28,64,28,28,64,2,
1863,30400,79,95,1128,96,96,1129,14,
59255,60748,3,104,0,104,104,0,3,
59252,64546,3,108,0,108,108,0,3,
59255,60748,3,104,0,104,104,0,3,
4024,8000,27,47,47,55,63,655,13,
1863,1863,55,94,1127,95,95,1128,13,
59252,64546,3,108,0,108,108,0,3,
1863,29285,12,95,1037,96,96,1129,4,
1863,1863,17,93,1128,95,95,1135,6,
4005,8000,2,47,55,47,47,55,1,
12345,8000,4,75,37,75,75,37,2,
1863,44056,3,95,1129,95,95,1129,1,
5000,8000,1,91,0,91,91,0,1,
4019,8000,2,47,55,47,47,55,1,
1863,14272,2,44,0,44,44,0,2,
59255,60748,3,104,0,104,104,0,3,
1863,1863,17,89,335,95,95,1128,6,
1863,30400,56,89,333,95,96,1129,11,
1863,1863,46,88,334,94,95,1128,6,
1863,1863,26,88,334,94,95,1128,9,
1863,1863,35,89,335,95,96,1129,8,
1863,29285,17,89,335,95,96,1129,6,
4024,8000,10,55,63,55,55,655,5,
59252,64546,2,108,0,108,108,0,2,
49419,20000,4,28,64,28,28,64,2,
49419,50169,4,108,0,108,108,0,4,
49419,23869,20,72,72,108,625,552,9,
1863,44056,1,88,0,88,88,0,1,
1863,30465,5,89,305,96,96,1130,2,
1863,18888,2,250,1068,250,250,1068,1,
1863,9025,2120,437,94,1128,1136,96,2041,
49422,53719,19,104,0,104,104,0,19,
1863,30400,23,96,1129,96,96,1129,6,
1863,1863,19,95,1128,95,95,1128,5,
49422,20000,2,28,64,28,28,64,1,
1863,1173,14,87,46,87,95,1129,5,
1863,8011,4,71,19,71,71,19,2,
1863,5148,10,87,90,87,89,200,5,
1863,8010,2,71,19,71,71,19,1,
1863,1863,7,87,44,87,89,88,3,
1863,8014,2,72,19,72,72,19,1,
1863,33447,4,87,0,87,87,0,4,
1863,8016,2,72,19,72,72,19,1,
1863,27865,4,87,0,87,87,0,4,
1863,50637,4,87,0,87,87,0,4,
1863,8020,2,72,19,72,72,19,1,
1863,15088,6,87,90,87,89,200,3,
1863,26666,2,87,0,87,87,0,2,
1863,15535,2,87,0,87,87,0,2,
1863,8018,1,74,0,74,74,0,1,
59252,21001,80,72,73,73,1245,1225,34,
1863,1863,13,95,1128,95,96,1129,5,
1863,1863,9,95,1128,95,95,1128,3,
1863,29285,13,96,1129,96,96,1129,5,
1863,1863,15,96,1129,96,96,1129,5,
4024,8000,9,55,63,55,55,655,5,
49419,50169,2,108,0,108,108,0,2,
49920,50867,1,329,0,329,329,0,1,
7000,28056,1,28,0,28,28,0,1,
1863,9025,2109,321,89,1129,1136,96,2032,
1863,1863,19,95,1128,95,95,1128,4,
49419,50169,3,108,0,108,108,0,3,
1863,30400,12,96,1129,96,96,1129,4,
1863,1863,12,95,1128,95,95,1128,4,
1863,1863,12,96,1129,96,96,1129,4,
49422,53719,2,104,0,104,104,0,2,
1863,29285,1,96,0,96,96,0,1,
1863,44056,3,95,1129,95,95,1129,1,
6881,39779,2,119,297,119,119,297,1,
1863,9025,2102,89,94,1129,1136,248,2027,
49419,23869,90,72,73,129,1245,1225,28,
49422,42454,76,65,65,65,1237,1217,18,
49422,53719,4,104,0,104,104,0,4,
1863,1863,16,88,334,88,95,1128,6,
59252,21001,35,72,72,1245,1245,1225,18,
1863,30013,2,364,151,364,364,151,1,
1863,1863,14,89,335,96,96,1129,5,
1863,30400,14,89,333,89,96,1129,5,
1863,1863,14,88,334,88,95,1128,5,
1863,1863,14,89,335,89,96,1129,5,
1863,29285,2,89,0,89,96,0,2,
1863,44056,2,88,282,88,88,282,1,
1863,30465,5,89,305,96,96,1130,2,
1863,1863,1,89,0,89,89,0,1,
1863,5148,2,89,200,89,89,200,1,
1863,15088,2,89,200,89,89,200,1,
49419,50169,4,108,0,108,108,0,4,
4024,8000,10,47,55,47,55,655,5,
59252,20000,4,28,64,28,28,64,2,
1863,1863,2,258,202,258,258,202,1,
1863,33447,4,87,0,87,87,0,4,
1863,8016,2,72,19,72,72,19,1,
1863,27865,4,87,0,87,87,0,4,
1863,8015,2,71,19,71,71,19,1,
1863,50637,4,87,0,87,87,0,4,
1863,8020,2,72,19,72,72,19,1,
1863,26666,2,87,0,87,87,0,2,
1863,15535,4,87,0,87,87,0,4,
1863,8018,2,74,19,74,74,19,1,
54466,50867,1,329,0,329,329,0,1,
56285,9617,2,117,121,117,117,121,1,
1863,9025,2132,233,89,1129,1136,96,2057,
1863,1863,38,95,1128,95,95,1128,6,
1863,1173,5,95,1130,95,95,1130,2,
1863,30400,12,96,1129,96,96,1129,4,
59252,21001,36,72,72,73,1245,1225,18,
4024,8000,8,55,63,55,55,655,4,
1863,1863,16,95,1128,95,95,1128,5,
1863,1863,14,96,1129,96,96,1129,4,
1863,1863,12,95,1128,95,95,1128,4,
1863,1863,9,96,1129,96,96,1129,3,
49422,53719,3,104,0,104,104,0,3,
49419,50169,3,108,0,108,108,0,3,
1863,9025,861,89,94,1128,1136,257,845,
49422,42454,76,65,65,65,1237,1217,19,
5000,8000,1,91,0,91,91,0,1,
49422,53719,4,104,0,104,104,0,4,
59252,21001,43,72,72,1245,1245,1241,23,
1863,30400,17,89,333,96,96,1132,6,
1863,1863,29,88,334,95,95,1128,8,
1863,1863,72,88,334,95,95,1131,9,
1863,1863,17,89,335,96,96,1132,6,
4024,8000,16,47,55,47,55,655,8,
49419,50169,4,108,0,108,108,0,4,
1863,1863,15,88,334,95,95,1131,5,
1863,1863,33,89,335,96,96,1129,10,
1863,44056,3,88,0,95,95,0,3,
49419,20000,6,28,64,28,28,64,3,
1863,29285,2,89,0,89,95,0,2,
1863,30465,2,89,305,89,89,305,1,
1863,1863,1,89,0,89,89,0,1,
1863,5148,2,89,200,89,89,200,1,
1863,15088,2,89,200,89,89,200,1,
4028,8000,2,63,39,63,63,39,1,
52874,9617,1,117,0,117,117,0,1,
1863,1863,62,94,1127,94,95,1131,16,
1863,1863,6,94,1127,94,95,1131,3,
1863,1863,107,95,1128,95,96,1129,24,
1863,8002,2,33,36,33,33,36,1,
1863,33447,1,62,0,62,62,0,1,
1863,27865,1,62,0,62,62,0,1,
1863,50637,1,62,0,62,62,0,1,
1863,26666,1,62,0,62,62,0,1,
1863,15535,1,62,0,62,62,0,1,
49422,53719,3,104,0,104,104,0,3,
4024,8000,10,55,63,55,55,655,5,
59252,21001,329,73,72,129,1245,1225,114,
49419,50169,3,108,0,108,108,0,3,
1863,30400,62,95,1128,95,96,1132,16,
1863,29285,2,95,0,95,96,0,2,
1863,1863,49,94,1127,94,95,1128,11,
1863,30465,3,96,1130,96,96,1130,1,
51804,8000,1,52,0,52,52,0,1,
56339,8000,4,242,170,354,354,202,2,
12345,8000,2,78,37,78,78,37,1,
56321,9027,2,52,52,52,52,52,1,
59252,21001,115,72,72,73,1245,1241,48,
1863,1863,11,96,1129,96,96,1129,5,
1863,30400,90,96,1129,96,96,1129,13,
1863,1863,31,95,1128,95,95,1128,8,
40262,8000,2,76,37,76,76,37,1,
49422,53719,3,104,0,104,104,0,3,
7000,28056,2,28,28,28,28,28,1,
49419,50169,2,108,0,108,108,0,2,
56321,9021,2,52,52,52,52,52,1,
1863,1863,53,95,1128,95,95,1128,9,
1863,29285,1,96,0,96,96,0,1,
56321,9021,2,52,52,52,52,52,1,
1863,30400,89,89,311,96,96,1136,13,
1863,1863,17,88,312,95,95,1128,5,
1863,1863,152,88,312,95,95,1135,22,
1863,1863,39,89,313,96,96,1129,9,
59252,21001,405,72,72,73,1245,1225,156,
49422,53719,1,104,0,104,104,0,1,
1863,9025,2,89,243,89,89,243,1,
1863,1863,17,88,312,94,94,1135,6,
1863,29285,3,89,0,89,96,0,3,
1863,44056,5,88,260,95,95,1129,2,
1863,30465,2,89,283,89,89,283,1,
1863,1863,3,62,62,89,89,62,2,
1863,5148,2,89,190,89,89,190,1,
1863,15088,2,89,190,89,89,190,1,
56321,9025,2,52,52,52,52,52,1,
59252,20000,2,28,64,28,28,64,1,
1863,5734,12,43,87,310,1135,90,9,
49581,9617,2,117,121,117,117,121,1,
56321,9026,2,52,52,52,52,52,1,
59252,21001,59,72,72,73,1245,1241,30,
4024,8000,17,55,63,55,55,655,8,
1863,1863,22,95,1128,95,96,1129,7,
1863,1863,55,94,1127,95,95,1128,13,
1863,1863,148,94,1127,95,95,1128,16,
49422,42454,32,65,65,121,1237,1233,17,
49419,23869,3,47,47,47,47,104,1,
1863,1863,47,94,1127,95,95,1128,10,
1863,30465,3,96,1130,96,96,1130,1,
56321,9026,2,52,52,52,52,52,1,
1863,30400,18,95,1128,96,96,1129,6,
1863,1863,107,94,765,96,96,1136,16,
4028,8000,2,47,55,47,47,55,1,
1863,29285,1,96,0,96,96,0,1,
56321,9025,2,52,52,52,52,52,1,
5000,8000,1,91,0,91,91,0,1,
1863,9025,200,1129,96,1129,1129,96,175,
1863,1863,61,88,272,94,95,1128,17,
1863,5734,200,744,88,1128,1128,91,193,
1863,1863,25,89,273,95,96,1129,11,
1863,1863,97,88,272,94,95,1128,17,
49422,42454,336,65,65,1237,1237,1233,217,
4024,8000,21,47,55,55,55,655,10,
59027,55160,1,337,0,337,337,0,1,
1863,30400,53,89,271,95,96,1129,15,
1863,1863,76,89,273,95,96,1129,14,
60996,20000,2,28,64,28,28,64,1,
60996,65234,4,108,0,108,108,0,4,
56321,9021,2,52,52,52,52,52,1,
60996,24018,82,61,72,108,1245,1241,31,
4005,8000,2,63,39,63,63,39,1,
59252,21001,36,72,72,1245,1245,1241,17,
6881,21928,1,119,0,119,119,0,1,
56321,9025,2,52,52,52,52,52,1,
1863,44056,2,88,220,88,88,220,1,
1863,30465,2,89,243,89,89,243,1,
1863,5148,2,89,170,89,89,170,1,
1863,15088,2,89,170,89,89,170,1,
59047,51289,1,273,0,273,273,0,1,
49422,20000,2,28,64,28,28,64,1,
59252,21001,32,73,72,73,1245,1241,17,
49422,42454,36,65,65,1237,1237,1217,18,
60996,65234,3,108,0,108,108,0,3,
56321,9025,2,52,52,52,52,52,1,
1863,1863,84,93,1076,95,95,1131,12,
1863,29285,2,96,0,96,96,0,2,
4024,8000,12,55,63,55,55,655,6,
1863,1863,10,96,1129,96,96,1129,4,
1863,44056,3,95,1129,95,95,1129,1,
5000,8000,1,91,0,91,91,0,1,
60998,8000,1,52,0,52,52,0,1,
4000,8000,2,47,55,47,47,55,1,
56321,9024,2,52,52,52,52,52,1,
1863,30465,3,95,1129,95,95,1129,1,
5000,8000,1,91,0,91,91,0,1,
7000,8706,4,77,38,77,77,38,2,
59252,21001,145,72,73,72,1245,1241,63,
49422,42454,289,65,65,1237,1237,1217,187,
56321,9023,2,52,52,52,52,52,1,
1863,30400,30,95,1128,96,96,1129,7,
1863,1863,17,95,1128,95,95,1128,5,
1863,1863,26,94,1127,95,95,1128,8,
4024,8000,6,55,655,55,55,655,3,
60996,65234,2,108,0,108,108,0,2,
7000,28056,2,28,28,28,28,28,1,
1863,1863,5,96,1129,96,96,1129,3,
1863,1863,17,95,1128,96,96,1129,6,
56321,9025,2,52,52,52,52,52,1,
56321,9023,1,52,0,52,52,0,1,
60996,65234,4,108,0,108,108,0,4,
59245,16690,458,73,72,108,1245,1241,167,
1863,1863,115,88,250,95,95,1128,21,
1863,30400,31,89,249,96,96,1129,8,
1863,1863,35,88,250,95,95,1128,12,
1863,29285,19,89,313,96,96,1129,3,
4024,8000,10,55,63,55,55,655,5,
1863,44056,2,88,198,88,88,198,1,
1863,30465,2,89,221,89,89,221,1,
1863,5148,2,89,160,89,89,160,1,
56321,9025,2,52,52,52,52,52,1,
59252,20000,2,28,64,28,28,64,1,
1863,13756,2,43,0,43,43,0,2,
56321,9027,2,52,52,52,52,52,1,
59245,16690,347,72,72,72,1245,1241,133,
1863,1863,68,96,1129,96,96,1129,11,
1863,30400,50,96,1129,96,96,1129,13,
1863,1863,76,95,1128,95,95,1128,13,
1863,1863,22,95,1128,95,95,1128,7,
1863,1863,52,95,1128,95,95,1128,6,
1863,1863,80,96,1129,96,96,1129,15,
60996,65234,4,108,0,108,108,0,4,
4024,8000,14,47,47,47,567,831,7,
56321,9023,2,52,52,52,52,52,1,
12345,8000,4,75,37,76,76,37,2,
1863,30465,3,96,1130,96,96,1130,1,
1863,29285,35,96,1129,96,96,1129,10,
5000,8000,1,91,0,91,91,0,1,
56321,9025,2,52,52,52,52,52,1,
49422,42454,33,65,65,1237,1237,1233,17,
1863,30400,81,89,227,95,96,1136,11,
1863,1863,37,88,228,94,95,1135,9,
1863,1863,22,88,1127,94,95,1128,7,
1863,1863,56,88,228,94,95,1128,14,
1863,1863,117,89,229,95,96,1129,22,
60996,20000,3,28,64,28,28,64,2,
4024,8000,2,55,63,55,55,63,1,
56321,9022,2,52,52,52,52,52,1,
60996,65234,3,108,0,108,108,0,3,
1863,44056,2,88,182,88,88,182,1,
1863,30465,2,89,199,89,89,199,1,
1863,5148,2,89,150,89,89,150,1,
1863,18888,2,250,127,250,250,127,1,
1863,1863,130,96,1129,96,96,1129,18,
49422,42454,43,65,65,1237,1237,1217,23,
59252,21001,52,47,47,73,1245,1241,18,
1863,1863,6,95,228,95,95,1128,3,
60996,65234,2,108,0,108,108,0,2,
56321,9070,2,52,52,52,52,52,1,
56321,9070,2,52,52,52,52,52,1,
49422,42454,183,65,65,1237,1237,1233,66,
1863,30400,45,95,1128,96,96,1136,12,
1863,1863,52,94,1127,95,95,1135,10,
1863,1863,72,95,801,96,96,1132,16,
1863,30465,3,96,1130,96,96,1130,1,
60996,65234,3,108,0,108,108,0,3,
56321,9070,2,52,52,52,52,52,1,
56381,20000,4,28,64,28,28,64,2,
1863,1863,11,94,1128,95,95,1128,3,
56381,64687,4,108,0,108,108,0,4,
7000,28056,2,28,28,28,28,28,1,
6881,21928,1,119,0,119,119,0,1,
56321,9070,2,52,52,52,52,52,1,
4019,8000,3,47,87,47,47,119,1,
49422,42454,544,65,65,65,1237,1233,306,
1863,1863,73,89,207,95,96,1129,14,
56321,9070,2,52,52,52,52,52,1,
60996,24018,202,72,72,72,1245,1241,138,
56381,64687,3,108,0,108,108,0,3,
61466,53,4,39,144,39,39,184,2,
7000,14915,1,92,0,92,92,0,1,
1863,44056,2,88,168,88,88,168,1,
1863,30465,2,89,177,89,89,177,1,
56321,9070,2,52,52,52,52,52,1,
1863,8002,2,33,36,33,33,36,1,
56321,9070,1,52,0,52,52,0,1,
1863,30400,53,96,1129,96,96,1129,12,
1863,1863,23,96,1129,96,96,1129,7,
1863,1863,50,95,1128,95,95,1128,11,
1863,1863,24,95,1128,95,95,1128,7,
1863,1863,64,95,1128,95,95,1128,14,
1863,1863,120,96,1129,96,96,1129,12,
49422,42454,141,65,65,1237,1237,1233,59,
7000,9805,2,155,0,155,155,0,2,
1863,29285,198,96,1129,96,96,1129,30,
56381,64687,3,108,0,108,108,0,3,
58020,53,12,40,114,47,47,148,6,
7000,26341,1,95,0,95,95,0,1,
1863,8000,2,77,46,77,77,46,1,
1863,30465,3,96,1130,96,96,1130,1,
5000,8000,1,91,0,91,91,0,1,
1863,30400,105,89,205,96,96,1129,16,
1863,1863,10,88,206,95,95,1128,3,
1863,1863,32,89,207,96,96,1129,11,
1863,29285,38,89,207,96,96,1129,12,
56381,64687,3,108,0,108,108,0,3,
60996,20000,2,28,64,28,28,64,1,
60996,24018,34,72,72,1245,1245,1241,18,
1863,44056,2,88,168,88,88,168,1,
1863,30465,2,89,177,89,89,177,1,
1863,1863,39,94,1127,95,95,1128,9,
1863,1863,15,95,1128,95,96,1129,6,
1863,1863,27,94,1127,95,95,1128,9,
1863,29285,155,95,1128,95,96,1129,20,
49422,20000,2,28,64,28,28,64,1,
49422,42454,221,65,65,1237,1237,1233,86,
56381,64687,3,108,0,108,108,0,3,
1863,30400,25,95,1128,95,96,1129,8,
1863,1863,51,95,1128,95,96,1129,9,
4019,8000,2,71,47,71,71,47,1,
60996,24018,330,72,72,1245,1245,1241,213,
40262,8000,2,148,27,148,148,27,1,
6881,11032,2,119,297,119,119,297,1,
12345,8000,2,75,37,75,75,37,1,
1863,30400,33,96,1129,96,96,1129,10,
1863,1863,32,95,1128,95,95,1128,9,
1863,1863,25,96,1129,96,96,1129,8,
1863,1863,103,95,1128,95,95,1128,16,
1863,1863,24,96,1129,96,96,1129,7,
40262,8000,2,76,37,76,76,37,1,
56381,64687,3,108,0,108,108,0,3,
56321,9027,2,52,52,52,52,52,1,
56381,20000,2,28,64,28,28,64,1,
60996,24018,30,73,73,1245,1245,1241,16,
7000,28056,2,28,28,28,28,28,1,
56321,9021,2,52,52,52,52,52,1,
1863,29285,128,89,185,96,96,1129,19,
49422,42454,121,65,65,1237,1237,1233,48,
1863,1863,2,88,0,95,95,0,2,
1863,1863,65,88,184,95,95,1128,11,
60996,24018,27,72,72,72,1245,1241,13,
56321,9021,2,52,52,52,52,52,1,
1863,30013,2,365,151,365,365,151,1,
1863,44056,2,88,154,88,88,154,1,
1863,30465,2,89,155,89,89,155,1,
57020,20000,2,28,64,28,28,64,1,
57020,53345,4,104,0,104,104,0,4,
56321,9025,2,52,52,52,52,52,1,
56285,9617,1,117,0,117,117,0,1,
49422,42454,589,65,65,65,1237,1233,316,
59245,16690,546,72,72,72,1245,1241,305,
56321,9026,2,52,52,52,52,52,1,
1863,30400,33,96,1129,96,96,1129,7,
1863,1863,102,95,1128,95,95,1128,17,
1863,1863,20,96,1129,96,96,1129,5,
1863,29285,53,96,1129,96,96,1129,11,
60996,24018,424,72,72,1245,1245,1225,165,
1863,1863,1,95,0,95,95,0,1,
56321,9026,2,52,52,52,52,52,1,
57020,53345,2,104,0,104,104,0,2,
5000,8000,1,91,0,91,91,0,1,
56321,9025,1,52,0,52,52,0,1,
60996,24018,624,72,72,1245,1245,1241,408,
1863,1863,4,94,1128,95,95,1128,2,
59245,16690,113,72,72,73,1245,1225,56,
49422,42454,61,65,65,1237,1237,1217,33,
1863,1863,3,95,1136,95,95,1136,1,
60996,20000,2,28,64,28,28,64,1,
56321,9021,2,52,52,52,52,52,1,
57020,53345,2,104,0,104,104,0,2,
1863,30400,24,95,1128,95,95,1128,8,
52874,9617,1,117,0,117,117,0,1,
56321,9025,2,52,52,52,52,52,1,
1863,13756,582,708,88,754,1135,91,424,
1863,1863,8,89,1129,96,96,1129,4,
1863,29285,94,89,185,96,96,1129,14,
60996,24018,35,72,72,73,1245,1241,19,
57020,53345,4,104,0,104,104,0,4,
1863,30400,40,89,183,95,96,1132,14,
1863,1863,13,88,184,94,95,1128,4,
1863,1863,96,88,184,95,95,1128,16,
1863,1863,80,89,185,96,96,1129,18,
49422,42454,648,65,65,1237,1237,1233,298,
49422,20000,2,28,64,28,28,64,1,
1863,1863,5,88,184,88,95,1128,2,
1863,44056,4,61,61,88,88,154,2,
1863,30465,2,89,155,89,89,155,1,
5000,8000,1,91,0,91,91,0,1,
56321,9025,2,52,52,52,52,52,1,
1863,8000,1,53,0,53,53,0,1,
56321,9024,2,52,52,52,52,52,1,
5000,8000,1,91,0,91,91,0,1,
1863,13756,586,1127,90,1128,1128,91,500,
1863,30400,31,96,1129,96,96,1129,11,
7000,47886,1,92,0,92,92,0,1,
49422,42454,396,65,65,1237,1237,1217,255,
1863,1863,70,95,1128,95,95,1128,13,
1863,1863,18,96,1129,96,96,1129,7,
63539,8000,1,52,0,52,52,0,1,
57020,53345,3,104,0,104,104,0,3,
60996,24018,63,73,73,1245,1245,1241,37,
1863,29285,62,96,1129,96,96,1129,12,
56321,9023,2,52,52,52,52,52,1,
56321,9025,2,52,52,52,52,52,1,
60996,24018,345,72,72,1245,1245,1241,224,
54825,8000,2,890,322,890,890,322,1,
1863,5734,1,61,0,61,61,0,1,
1863,1863,11,88,154,95,95,1128,4,
57020,53345,3,104,0,104,104,0,3,
56321,9023,2,52,52,52,52,52,1,
7000,33088,1,95,0,95,95,0,1,
57020,20000,2,28,64,28,28,64,1,
49581,9617,1,117,0,117,117,0,1,
1863,30465,2,89,141,89,89,141,1,
56321,9025,2,52,52,52,52,52,1,
49422,42454,379,65,65,1237,1237,1217,245,
59617,8000,4,130,130,154,154,210,2,
56321,9027,2,52,52,52,52,52,1,
57020,53345,4,104,0,104,104,0,4,
60996,24018,76,72,72,1245,1245,1241,49,
4005,8000,3,47,55,47,47,87,1,
12345,8000,4,76,37,78,78,37,2,
56321,9023,2,52,52,52,52,52,1,
7000,18496,1,95,0,95,95,0,1,
1863,1863,3,95,1128,95,95,1128,1,
60996,24018,367,72,72,1245,1245,1241,222,
1863,30400,6,96,645,96,96,1129,2,
1863,1863,2,95,1128,95,95,1128,1,
1863,1863,7,96,1129,96,96,1129,2,
1863,1863,10,95,1128,95,95,1128,3,
1863,1863,9,96,1129,96,96,1129,2,
